place,start time,end time,original downtime,unit,Ripe Atlas Confirmation Ratio,notes,downtime,Service Name
IL1,10 Aug 2022 04:25 PDT,10 Aug 2022 04:36 PDT,10.38,mins,NA,None,10.38,CenturyLink Cloud Servers
IL1,09 Aug 2022 05:52 PDT,09 Aug 2022 06:22 PDT,30.18,mins,NA,None,30.18,CenturyLink Cloud Servers
IL1,09 Aug 2022 02:03 PDT,09 Aug 2022 02:44 PDT,40.73,mins,NA,None,40.73,CenturyLink Cloud Servers
IL1,08 Aug 2022 07:35 PDT,08 Aug 2022 07:50 PDT,15.12,mins,NA,None,15.12,CenturyLink Cloud Servers
IL1,04 Aug 2022 07:34 PDT,04 Aug 2022 07:48 PDT,14.72,mins,NA,None,14.72,CenturyLink Cloud Servers
NY1,30 Aug 2022 16:20 PDT,30 Aug 2022 17:30 PDT,1.16,hours,NA,None,69.6,CenturyLink Cloud Servers
NY1,30 Aug 2022 05:08 PDT,30 Aug 2022 11:02 PDT,5.90,hours,NA,None,354.0,CenturyLink Cloud Servers
NY1,29 Aug 2022 23:12 PDT,29 Aug 2022 23:55 PDT,43.00,mins,NA,None,43.0,CenturyLink Cloud Servers
NY1,29 Aug 2022 15:19 PDT,29 Aug 2022 15:24 PDT,5.85,mins,NA,None,5.85,CenturyLink Cloud Servers
NY1,28 Aug 2022 07:33 PDT,28 Aug 2022 08:05 PDT,32.13,mins,NA,None,32.13,CenturyLink Cloud Servers
NY1,28 Aug 2022 00:38 PDT,28 Aug 2022 02:04 PDT,1.44,hours,NA,None,86.39999999999999,CenturyLink Cloud Servers
NY1,26 Aug 2022 06:57 PDT,26 Aug 2022 08:01 PDT,1.07,hours,NA,None,64.2,CenturyLink Cloud Servers
NY1,25 Aug 2022 09:33 PDT,25 Aug 2022 14:29 PDT,4.93,hours,NA,None,295.79999999999995,CenturyLink Cloud Servers
NY1,24 Aug 2022 22:23 PDT,24 Aug 2022 22:47 PDT,24.47,mins,NA,None,24.47,CenturyLink Cloud Servers
NY1,24 Aug 2022 06:00 PDT,24 Aug 2022 06:09 PDT,9.72,mins,NA,None,9.72,CenturyLink Cloud Servers
NY1,24 Aug 2022 02:23 PDT,24 Aug 2022 02:55 PDT,31.70,mins,NA,None,31.7,CenturyLink Cloud Servers
NY1,23 Aug 2022 15:01 PDT,23 Aug 2022 15:25 PDT,24.08,mins,NA,None,24.08,CenturyLink Cloud Servers
NY1,23 Aug 2022 11:02 PDT,23 Aug 2022 13:31 PDT,2.49,hours,NA,None,149.4,CenturyLink Cloud Servers
NY1,21 Aug 2022 02:45 PDT,21 Aug 2022 08:10 PDT,5.42,hours,NA,None,325.2,CenturyLink Cloud Servers
NY1,21 Aug 2022 01:29 PDT,21 Aug 2022 02:16 PDT,47.00,mins,NA,None,47.0,CenturyLink Cloud Servers
NY1,19 Aug 2022 07:33 PDT,19 Aug 2022 07:59 PDT,26.53,mins,NA,None,26.53,CenturyLink Cloud Servers
NY1,19 Aug 2022 03:02 PDT,19 Aug 2022 03:19 PDT,17.13,mins,NA,None,17.13,CenturyLink Cloud Servers
NY1,18 Aug 2022 05:16 PDT,18 Aug 2022 05:38 PDT,21.58,mins,NA,None,21.58,CenturyLink Cloud Servers
NY1,16 Aug 2022 23:27 PDT,16 Aug 2022 23:53 PDT,25.97,mins,NA,None,25.97,CenturyLink Cloud Servers
NY1,16 Aug 2022 12:53 PDT,16 Aug 2022 20:38 PDT,7.75,hours,NA,None,465.0,CenturyLink Cloud Servers
NY1,16 Aug 2022 11:46 PDT,16 Aug 2022 11:55 PDT,9.25,mins,NA,None,9.25,CenturyLink Cloud Servers
NY1,16 Aug 2022 04:08 PDT,16 Aug 2022 04:26 PDT,18.17,mins,NA,None,18.17,CenturyLink Cloud Servers
NY1,15 Aug 2022 05:33 PDT,15 Aug 2022 05:37 PDT,4.97,mins,NA,None,4.97,CenturyLink Cloud Servers
NY1,15 Aug 2022 03:20 PDT,15 Aug 2022 03:25 PDT,4.85,mins,NA,None,4.85,CenturyLink Cloud Servers
NY1,13 Aug 2022 06:34 PDT,13 Aug 2022 06:50 PDT,16.05,mins,NA,None,16.05,CenturyLink Cloud Servers
NY1,12 Aug 2022 16:15 PDT,12 Aug 2022 18:31 PDT,2.27,hours,NA,None,136.2,CenturyLink Cloud Servers
NY1,12 Aug 2022 12:15 PDT,12 Aug 2022 15:37 PDT,3.37,hours,NA,None,202.20000000000002,CenturyLink Cloud Servers
NY1,12 Aug 2022 06:51 PDT,12 Aug 2022 07:29 PDT,38.08,mins,NA,None,38.08,CenturyLink Cloud Servers
NY1,11 Aug 2022 06:28 PDT,11 Aug 2022 06:50 PDT,21.73,mins,NA,None,21.73,CenturyLink Cloud Servers
NY1,10 Aug 2022 05:25 PDT,10 Aug 2022 05:49 PDT,23.48,mins,NA,None,23.48,CenturyLink Cloud Servers
NY1,08 Aug 2022 23:16 PDT,08 Aug 2022 23:35 PDT,18.63,mins,NA,None,18.63,CenturyLink Cloud Servers
NY1,08 Aug 2022 10:24 PDT,08 Aug 2022 10:39 PDT,15.50,mins,NA,None,15.5,CenturyLink Cloud Servers
NY1,04 Aug 2022 05:22 PDT,04 Aug 2022 08:01 PDT,2.65,hours,NA,None,159.0,CenturyLink Cloud Servers
eu-moscow,30 Aug 2022 05:18 PDT,30 Aug 2022 05:21 PDT,2.98,mins,NA,None,2.98,Tencent Cloud Virtual Machine
eu-moscow,14 Aug 2022 04:22 PDT,14 Aug 2022 04:23 PDT,1.13,mins,NA,None,1.13,Tencent Cloud Virtual Machine
eu-moscow,14 Aug 2022 03:55 PDT,14 Aug 2022 03:58 PDT,2.58,mins,NA,None,2.58,Tencent Cloud Virtual Machine
eu-moscow,11 Aug 2022 12:28 PDT,11 Aug 2022 12:36 PDT,8.02,mins,NA,None,8.02,Tencent Cloud Virtual Machine
ap-southeast-6,28 Aug 2022 10:04 PDT,28 Aug 2022 10:06 PDT,1.35,mins,NA,None,1.35,Alibaba Elastic Compute Service
ap-southeast-6,28 Aug 2022 10:03 PDT,28 Aug 2022 10:04 PDT,56,secs,NA,None,0.9333333333333333,Alibaba Elastic Compute Service
ap-southeast-6,08 Aug 2022 08:02 PDT,08 Aug 2022 08:07 PDT,5.30,mins,NA,None,5.3,Alibaba Elastic Compute Service
cn-shanghai,18 Aug 2022 10:37 PDT,18 Aug 2022 10:38 PDT,57,secs,NA,None,0.95,Alibaba Elastic Compute Service
cn-shanghai,18 Aug 2022 09:37 PDT,18 Aug 2022 09:39 PDT,2.62,mins,NA,None,2.62,Alibaba Elastic Compute Service
cn-shanghai,17 Aug 2022 21:29 PDT,17 Aug 2022 21:30 PDT,52,secs,NA,None,0.8666666666666667,Alibaba Elastic Compute Service
Loading,outages... Specific outage records are,unavailable Unable to load service,outages,0,0,0,0.0,
ap-chongqing,19 Aug 2022 07:40 PDT,19 Aug 2022 07:44 PDT,4.33,mins,NA,None,4.33,Tencent Cloud Virtual Machine
ap-chongqing,19 Aug 2022 07:34 PDT,19 Aug 2022 07:40 PDT,5.52,mins,NA,None,5.52,Tencent Cloud Virtual Machine
ap-chongqing,18 Aug 2022 09:36 PDT,18 Aug 2022 09:40 PDT,4.33,mins,NA,None,4.33,Tencent Cloud Virtual Machine
cn-guangzhou,20 Aug 2022 07:33 PDT,20 Aug 2022 07:34 PDT,1.22,mins,NA,None,1.22,Alibaba Elastic Compute Service
cn-guangzhou,02 Aug 2022 20:48 PDT,02 Aug 2022 20:50 PDT,2.25,mins,NA,None,2.25,Alibaba Elastic Compute Service
cn-hangzhou,28 Aug 2022 07:49 PDT,28 Aug 2022 07:52 PDT,2.80,mins,NA,None,2.8,Alibaba Elastic Compute Service
cn-hangzhou,22 Aug 2022 12:21 PDT,22 Aug 2022 12:22 PDT,54,secs,NA,None,0.9,Alibaba Elastic Compute Service
ap-beijing,25 Aug 2022 11:55 PDT,25 Aug 2022 12:02 PDT,6.95,mins,NA,None,6.95,Tencent Cloud Virtual Machine
ap-beijing,18 Aug 2022 09:35 PDT,18 Aug 2022 09:39 PDT,4.00,mins,NA,None,4.0,Tencent Cloud Virtual Machine
ap-shanghai,29 Aug 2022 22:51 PDT,29 Aug 2022 22:54 PDT,2.68,mins,NA,None,2.68,Tencent Cloud Virtual Machine
ap-shanghai,18 Aug 2022 09:35 PDT,18 Aug 2022 09:39 PDT,4.12,mins,NA,None,4.12,Tencent Cloud Virtual Machine
ap-south-1,08 Aug 2022 08:07 PDT,08 Aug 2022 08:09 PDT,2.12,mins,NA,None,2.12,Alibaba Elastic Compute Service
ap-southeast-1,08 Aug 2022 08:05 PDT,08 Aug 2022 08:06 PDT,1.03,mins,NA,None,1.03,Alibaba Elastic Compute Service
ap-southeast-2,08 Aug 2022 08:05 PDT,08 Aug 2022 08:06 PDT,57,secs,NA,None,0.95,Alibaba Elastic Compute Service
ap-southeast-3,08 Aug 2022 08:03 PDT,08 Aug 2022 08:06 PDT,3.03,mins,NA,None,3.03,Alibaba Elastic Compute Service
ap-southeast-5,08 Aug 2022 08:02 PDT,08 Aug 2022 08:05 PDT,3.23,mins,NA,None,3.23,Alibaba Elastic Compute Service
cn-huhehaote,18 Aug 2022 09:37 PDT,18 Aug 2022 09:40 PDT,3.13,mins,NA,None,3.13,Alibaba Elastic Compute Service
cn-shenzhen,18 Aug 2022 09:37 PDT,18 Aug 2022 09:39 PDT,2.12,mins,NA,None,2.12,Alibaba Elastic Compute Service
me-south-1,25 Aug 2022 23:55 PDT,25 Aug 2022 23:58 PDT,2.88,mins,NA,None,2.88,Amazon EC2
GB3,14 Aug 2022 23:52 PDT,14 Aug 2022 23:53 PDT,1.28,mins,NA,None,1.28,CenturyLink Cloud Servers
tor1,09 Aug 2022 22:34 PDT,09 Aug 2022 22:36 PDT,1.83,mins,NA,None,1.83,DigitalOcean
canada-east,25 Aug 2022 00:27 PDT,25 Aug 2022 00:54 PDT,26.78,mins,NA,None,26.78,Microsoft Azure Virtual Machines
ap-jakarta,18 Aug 2022 09:29 PDT,18 Aug 2022 09:45 PDT,15.42,mins,NA,None,15.42,Tencent Cloud Virtual Machine
ap-nanjing,28 Aug 2022 06:09 PDT,28 Aug 2022 06:13 PDT,4.52,mins,NA,None,4.52,Tencent Cloud Virtual Machine
