place,start time,end time,original downtime,unit,Ripe Atlas Confirmation Ratio,notes,downtime,Service Name
DE3,08 Sep 2022 07:56 PDT,08 Sep 2022 10:13 PDT,2.29,hours,NA,None,137.4,CenturyLink Cloud Servers
DE3,08 Sep 2022 01:17 PDT,08 Sep 2022 06:02 PDT,4.75,hours,NA,None,285.0,CenturyLink Cloud Servers
DE3,07 Sep 2022 14:05 PDT,07 Sep 2022 14:53 PDT,47.53,mins,NA,None,47.53,CenturyLink Cloud Servers
DE3,06 Sep 2022 02:58 PDT,06 Sep 2022 07:56 PDT,4.95,hours,NA,None,297.0,CenturyLink Cloud Servers
DE3,05 Sep 2022 07:51 PDT,05 Sep 2022 08:00 PDT,9.50,mins,NA,None,9.5,CenturyLink Cloud Servers
DE3,04 Sep 2022 07:28 PDT,04 Sep 2022 07:53 PDT,25.12,mins,NA,None,25.12,CenturyLink Cloud Servers
DE3,03 Sep 2022 09:52 PDT,03 Sep 2022 14:41 PDT,4.81,hours,NA,None,288.59999999999997,CenturyLink Cloud Servers
DE3,03 Sep 2022 01:37 PDT,03 Sep 2022 07:57 PDT,6.34,hours,NA,None,380.4,CenturyLink Cloud Servers
DE3,03 Sep 2022 00:17 PDT,03 Sep 2022 00:56 PDT,38.32,mins,NA,None,38.32,CenturyLink Cloud Servers
DE3,01 Sep 2022 23:51 PDT,02 Sep 2022 00:49 PDT,58.17,mins,NA,None,58.17,CenturyLink Cloud Servers
DE3,01 Sep 2022 15:35 PDT,01 Sep 2022 21:41 PDT,6.10,hours,NA,None,366.0,CenturyLink Cloud Servers
DE3,01 Sep 2022 11:27 PDT,01 Sep 2022 13:34 PDT,2.11,hours,NA,None,126.6,CenturyLink Cloud Servers
DE3,31 Aug 2022 15:59 PDT,31 Aug 2022 17:01 PDT,1.03,hours,NA,None,61.800000000000004,CenturyLink Cloud Servers
DE3,30 Aug 2022 18:02 PDT,30 Aug 2022 23:42 PDT,5.67,hours,NA,None,340.2,CenturyLink Cloud Servers
DE3,30 Aug 2022 11:30 PDT,30 Aug 2022 11:55 PDT,24.82,mins,NA,None,24.82,CenturyLink Cloud Servers
DE3,30 Aug 2022 01:27 PDT,30 Aug 2022 05:51 PDT,4.40,hours,NA,None,264.0,CenturyLink Cloud Servers
DE3,28 Aug 2022 08:42 PDT,28 Aug 2022 12:22 PDT,3.67,hours,NA,None,220.2,CenturyLink Cloud Servers
DE3,28 Aug 2022 04:52 PDT,28 Aug 2022 05:13 PDT,21.37,mins,NA,None,21.37,CenturyLink Cloud Servers
DE3,28 Aug 2022 00:54 PDT,28 Aug 2022 01:37 PDT,43.15,mins,NA,None,43.15,CenturyLink Cloud Servers
DE3,27 Aug 2022 16:35 PDT,27 Aug 2022 16:55 PDT,20.10,mins,NA,None,20.1,CenturyLink Cloud Servers
DE3,26 Aug 2022 03:42 PDT,26 Aug 2022 08:01 PDT,4.32,hours,NA,None,259.20000000000005,CenturyLink Cloud Servers
WA1,23 Sep 2022 01:31 PDT,23 Sep 2022 08:17 PDT,6.77,hours,NA,None,406.2,CenturyLink Cloud Servers
WA1,22 Sep 2022 02:57 PDT,23 Sep 2022 00:19 PDT,21.36,hours,NA,None,1281.6,CenturyLink Cloud Servers
WA1,21 Sep 2022 20:23 PDT,22 Sep 2022 01:56 PDT,5.55,hours,NA,None,333.0,CenturyLink Cloud Servers
WA1,21 Sep 2022 13:19 PDT,21 Sep 2022 19:06 PDT,5.77,hours,NA,None,346.2,CenturyLink Cloud Servers
WA1,21 Sep 2022 11:45 PDT,21 Sep 2022 12:47 PDT,1.04,hours,NA,None,62.400000000000006,CenturyLink Cloud Servers
WA1,21 Sep 2022 02:11 PDT,21 Sep 2022 09:07 PDT,6.94,hours,NA,None,416.40000000000003,CenturyLink Cloud Servers
WA1,20 Sep 2022 18:42 PDT,21 Sep 2022 01:29 PDT,6.78,hours,NA,None,406.8,CenturyLink Cloud Servers
WA1,20 Sep 2022 11:13 PDT,20 Sep 2022 17:56 PDT,6.71,hours,NA,None,402.6,CenturyLink Cloud Servers
WA1,20 Sep 2022 03:31 PDT,20 Sep 2022 10:35 PDT,7.07,hours,NA,None,424.20000000000005,CenturyLink Cloud Servers
WA1,19 Sep 2022 20:05 PDT,20 Sep 2022 02:51 PDT,6.77,hours,NA,None,406.2,CenturyLink Cloud Servers
WA1,19 Sep 2022 12:49 PDT,19 Sep 2022 19:32 PDT,6.72,hours,NA,None,403.2,CenturyLink Cloud Servers
WA1,18 Sep 2022 20:51 PDT,19 Sep 2022 12:07 PDT,15.26,hours,NA,None,915.6,CenturyLink Cloud Servers
WA1,18 Sep 2022 12:35 PDT,18 Sep 2022 20:18 PDT,7.73,hours,NA,None,463.8,CenturyLink Cloud Servers
WA1,18 Sep 2022 04:50 PDT,18 Sep 2022 11:45 PDT,6.92,hours,NA,None,415.2,CenturyLink Cloud Servers
WA1,17 Sep 2022 20:57 PDT,18 Sep 2022 03:54 PDT,6.95,hours,NA,None,417.0,CenturyLink Cloud Servers
WA1,17 Sep 2022 15:51 PDT,17 Sep 2022 20:02 PDT,4.17,hours,NA,None,250.2,CenturyLink Cloud Servers
WA1,17 Sep 2022 08:14 PDT,17 Sep 2022 15:16 PDT,7.03,hours,NA,None,421.8,CenturyLink Cloud Servers
WA1,16 Sep 2022 17:10 PDT,17 Sep 2022 00:05 PDT,6.91,hours,NA,None,414.6,CenturyLink Cloud Servers
WA1,16 Sep 2022 09:15 PDT,16 Sep 2022 16:43 PDT,7.46,hours,NA,None,447.6,CenturyLink Cloud Servers
WA1,16 Sep 2022 02:02 PDT,16 Sep 2022 08:25 PDT,6.39,hours,NA,None,383.4,CenturyLink Cloud Servers
WA1,15 Sep 2022 18:38 PDT,16 Sep 2022 01:09 PDT,6.51,hours,NA,None,390.59999999999997,CenturyLink Cloud Servers
WA1,15 Sep 2022 11:17 PDT,15 Sep 2022 16:22 PDT,5.08,hours,NA,None,304.8,CenturyLink Cloud Servers
WA1,15 Sep 2022 04:34 PDT,15 Sep 2022 10:32 PDT,5.97,hours,NA,None,358.2,CenturyLink Cloud Servers
WA1,15 Sep 2022 00:57 PDT,15 Sep 2022 01:17 PDT,19.47,mins,NA,None,19.47,CenturyLink Cloud Servers
WA1,14 Sep 2022 18:43 PDT,14 Sep 2022 21:14 PDT,2.53,hours,NA,None,151.79999999999998,CenturyLink Cloud Servers
WA1,14 Sep 2022 11:57 PDT,14 Sep 2022 16:32 PDT,4.59,hours,NA,None,275.4,CenturyLink Cloud Servers
WA1,14 Sep 2022 10:44 PDT,14 Sep 2022 10:59 PDT,15.02,mins,NA,None,15.02,CenturyLink Cloud Servers
WA1,14 Sep 2022 05:56 PDT,14 Sep 2022 07:00 PDT,1.07,hours,NA,None,64.2,CenturyLink Cloud Servers
WA1,13 Sep 2022 21:03 PDT,13 Sep 2022 21:36 PDT,33.22,mins,NA,None,33.22,CenturyLink Cloud Servers
WA1,13 Sep 2022 14:01 PDT,13 Sep 2022 15:25 PDT,1.40,hours,NA,None,84.0,CenturyLink Cloud Servers
WA1,12 Sep 2022 22:52 PDT,13 Sep 2022 05:43 PDT,6.85,hours,NA,None,411.0,CenturyLink Cloud Servers
WA1,12 Sep 2022 18:05 PDT,12 Sep 2022 18:20 PDT,14.62,mins,NA,None,14.62,CenturyLink Cloud Servers
WA1,12 Sep 2022 14:59 PDT,12 Sep 2022 15:18 PDT,19.33,mins,NA,None,19.33,CenturyLink Cloud Servers
WA1,12 Sep 2022 07:33 PDT,12 Sep 2022 08:22 PDT,49.53,mins,NA,None,49.53,CenturyLink Cloud Servers
WA1,11 Sep 2022 20:19 PDT,11 Sep 2022 20:45 PDT,26.13,mins,NA,None,26.13,CenturyLink Cloud Servers
WA1,10 Sep 2022 14:37 PDT,10 Sep 2022 14:52 PDT,14.98,mins,NA,None,14.98,CenturyLink Cloud Servers
WA1,10 Sep 2022 02:31 PDT,10 Sep 2022 02:47 PDT,15.88,mins,NA,None,15.88,CenturyLink Cloud Servers
WA1,09 Sep 2022 13:18 PDT,09 Sep 2022 13:40 PDT,22.15,mins,NA,None,22.15,CenturyLink Cloud Servers
WA1,09 Sep 2022 00:20 PDT,09 Sep 2022 00:36 PDT,16.22,mins,NA,None,16.22,CenturyLink Cloud Servers
SG1,22 Sep 2022 15:17 PDT,22 Sep 2022 21:37 PDT,6.33,hours,NA,None,379.8,CenturyLink Cloud Servers
SG1,21 Sep 2022 00:46 PDT,22 Sep 2022 14:33 PDT,37.77,hours,NA,None,2266.2000000000003,CenturyLink Cloud Servers
SG1,20 Sep 2022 16:43 PDT,20 Sep 2022 23:57 PDT,7.23,hours,NA,None,433.8,CenturyLink Cloud Servers
SG1,20 Sep 2022 00:55 PDT,20 Sep 2022 16:00 PDT,15.09,hours,NA,None,905.4,CenturyLink Cloud Servers
SG1,19 Sep 2022 17:09 PDT,20 Sep 2022 00:36 PDT,7.45,hours,NA,None,447.0,CenturyLink Cloud Servers
SG1,19 Sep 2022 08:46 PDT,19 Sep 2022 16:49 PDT,8.05,hours,NA,None,483.00000000000006,CenturyLink Cloud Servers
SG1,19 Sep 2022 02:43 PDT,19 Sep 2022 06:19 PDT,3.61,hours,NA,None,216.6,CenturyLink Cloud Servers
SG1,18 Sep 2022 18:36 PDT,19 Sep 2022 02:05 PDT,7.48,hours,NA,None,448.8,CenturyLink Cloud Servers
SG1,17 Sep 2022 21:33 PDT,18 Sep 2022 08:54 PDT,11.34,hours,NA,None,680.4,CenturyLink Cloud Servers
SG1,17 Sep 2022 14:06 PDT,17 Sep 2022 17:02 PDT,2.93,hours,NA,None,175.8,CenturyLink Cloud Servers
SG1,16 Sep 2022 13:53 PDT,17 Sep 2022 05:39 PDT,15.77,hours,NA,None,946.1999999999999,CenturyLink Cloud Servers
SG1,16 Sep 2022 06:54 PDT,16 Sep 2022 11:09 PDT,4.24,hours,NA,None,254.4,CenturyLink Cloud Servers
SG1,15 Sep 2022 23:49 PDT,16 Sep 2022 05:53 PDT,6.06,hours,NA,None,363.59999999999997,CenturyLink Cloud Servers
SG1,15 Sep 2022 11:52 PDT,15 Sep 2022 20:01 PDT,8.16,hours,NA,None,489.6,CenturyLink Cloud Servers
SG1,15 Sep 2022 10:23 PDT,15 Sep 2022 11:22 PDT,59.47,mins,NA,None,59.47,CenturyLink Cloud Servers
SG1,15 Sep 2022 06:04 PDT,15 Sep 2022 06:41 PDT,37.28,mins,NA,None,37.28,CenturyLink Cloud Servers
SG1,15 Sep 2022 03:56 PDT,15 Sep 2022 04:35 PDT,38.35,mins,NA,None,38.35,CenturyLink Cloud Servers
SG1,14 Sep 2022 16:06 PDT,15 Sep 2022 00:25 PDT,8.33,hours,NA,None,499.8,CenturyLink Cloud Servers
SG1,14 Sep 2022 14:24 PDT,14 Sep 2022 15:55 PDT,1.52,hours,NA,None,91.2,CenturyLink Cloud Servers
SG1,14 Sep 2022 10:58 PDT,14 Sep 2022 11:15 PDT,16.87,mins,NA,None,16.87,CenturyLink Cloud Servers
SG1,14 Sep 2022 06:47 PDT,14 Sep 2022 07:17 PDT,30.35,mins,NA,None,30.35,CenturyLink Cloud Servers
SG1,14 Sep 2022 00:49 PDT,14 Sep 2022 02:16 PDT,1.45,hours,NA,None,87.0,CenturyLink Cloud Servers
SG1,13 Sep 2022 18:05 PDT,13 Sep 2022 23:12 PDT,5.11,hours,NA,None,306.6,CenturyLink Cloud Servers
SG1,13 Sep 2022 15:38 PDT,13 Sep 2022 16:57 PDT,1.31,hours,NA,None,78.60000000000001,CenturyLink Cloud Servers
SG1,13 Sep 2022 12:04 PDT,13 Sep 2022 12:31 PDT,27.13,mins,NA,None,27.13,CenturyLink Cloud Servers
SG1,13 Sep 2022 08:16 PDT,13 Sep 2022 08:43 PDT,26.93,mins,NA,None,26.93,CenturyLink Cloud Servers
SG1,12 Sep 2022 20:47 PDT,12 Sep 2022 22:46 PDT,1.99,hours,NA,None,119.4,CenturyLink Cloud Servers
SG1,12 Sep 2022 05:20 PDT,12 Sep 2022 12:37 PDT,7.28,hours,NA,None,436.8,CenturyLink Cloud Servers
SG1,12 Sep 2022 01:11 PDT,12 Sep 2022 01:37 PDT,26.00,mins,NA,None,26.0,CenturyLink Cloud Servers
SG1,11 Sep 2022 22:02 PDT,11 Sep 2022 22:27 PDT,24.37,mins,NA,None,24.37,CenturyLink Cloud Servers
SG1,11 Sep 2022 08:45 PDT,11 Sep 2022 09:29 PDT,44.33,mins,NA,None,44.33,CenturyLink Cloud Servers
SG1,10 Sep 2022 07:04 PDT,10 Sep 2022 07:23 PDT,19.30,mins,NA,None,19.3,CenturyLink Cloud Servers
SG1,09 Sep 2022 20:18 PDT,09 Sep 2022 20:36 PDT,17.82,mins,NA,None,17.82,CenturyLink Cloud Servers
SG1,08 Sep 2022 21:44 PDT,08 Sep 2022 22:13 PDT,29.23,mins,NA,None,29.23,CenturyLink Cloud Servers
SG1,08 Sep 2022 11:25 PDT,08 Sep 2022 12:05 PDT,40.30,mins,NA,None,40.3,CenturyLink Cloud Servers
SG1,07 Sep 2022 22:35 PDT,07 Sep 2022 23:13 PDT,37.25,mins,NA,None,37.25,CenturyLink Cloud Servers
VA1,21 Sep 2022 01:04 PDT,21 Sep 2022 07:49 PDT,6.75,hours,NA,None,405.0,CenturyLink Cloud Servers
VA1,20 Sep 2022 17:49 PDT,21 Sep 2022 00:51 PDT,7.03,hours,NA,None,421.8,CenturyLink Cloud Servers
VA1,20 Sep 2022 02:24 PDT,20 Sep 2022 16:56 PDT,14.53,hours,NA,None,871.8,CenturyLink Cloud Servers
VA1,19 Sep 2022 18:48 PDT,20 Sep 2022 01:26 PDT,6.63,hours,NA,None,397.8,CenturyLink Cloud Servers
VA1,19 Sep 2022 03:15 PDT,19 Sep 2022 18:00 PDT,14.76,hours,NA,None,885.6,CenturyLink Cloud Servers
VA1,18 Sep 2022 12:15 PDT,19 Sep 2022 00:09 PDT,11.90,hours,NA,None,714.0,CenturyLink Cloud Servers
VA1,17 Sep 2022 18:45 PDT,18 Sep 2022 05:01 PDT,10.27,hours,NA,None,616.1999999999999,CenturyLink Cloud Servers
VA1,17 Sep 2022 17:28 PDT,17 Sep 2022 17:50 PDT,21.68,mins,NA,None,21.68,CenturyLink Cloud Servers
VA1,16 Sep 2022 21:26 PDT,17 Sep 2022 04:22 PDT,6.94,hours,NA,None,416.40000000000003,CenturyLink Cloud Servers
VA1,16 Sep 2022 14:02 PDT,16 Sep 2022 20:39 PDT,6.62,hours,NA,None,397.2,CenturyLink Cloud Servers
VA1,16 Sep 2022 06:37 PDT,16 Sep 2022 13:32 PDT,6.92,hours,NA,None,415.2,CenturyLink Cloud Servers
VA1,15 Sep 2022 23:12 PDT,16 Sep 2022 05:49 PDT,6.61,hours,NA,None,396.6,CenturyLink Cloud Servers
VA1,15 Sep 2022 14:02 PDT,15 Sep 2022 22:40 PDT,8.63,hours,NA,None,517.8000000000001,CenturyLink Cloud Servers
VA1,15 Sep 2022 09:10 PDT,15 Sep 2022 10:59 PDT,1.82,hours,NA,None,109.2,CenturyLink Cloud Servers
VA1,15 Sep 2022 01:49 PDT,15 Sep 2022 08:13 PDT,6.39,hours,NA,None,383.4,CenturyLink Cloud Servers
VA1,15 Sep 2022 01:20 PDT,15 Sep 2022 01:33 PDT,13.23,mins,NA,None,13.23,CenturyLink Cloud Servers
VA1,14 Sep 2022 19:57 PDT,14 Sep 2022 21:52 PDT,1.92,hours,NA,None,115.19999999999999,CenturyLink Cloud Servers
VA1,14 Sep 2022 08:53 PDT,14 Sep 2022 16:26 PDT,7.56,hours,NA,None,453.59999999999997,CenturyLink Cloud Servers
VA1,14 Sep 2022 06:18 PDT,14 Sep 2022 06:35 PDT,16.80,mins,NA,None,16.8,CenturyLink Cloud Servers
VA1,14 Sep 2022 00:58 PDT,14 Sep 2022 02:27 PDT,1.48,hours,NA,None,88.8,CenturyLink Cloud Servers
VA1,13 Sep 2022 13:49 PDT,13 Sep 2022 21:32 PDT,7.72,hours,NA,None,463.2,CenturyLink Cloud Servers
VA1,13 Sep 2022 11:02 PDT,13 Sep 2022 11:24 PDT,22.28,mins,NA,None,22.28,CenturyLink Cloud Servers
VA1,13 Sep 2022 07:37 PDT,13 Sep 2022 07:45 PDT,8.00,mins,NA,None,8.0,CenturyLink Cloud Servers
VA1,13 Sep 2022 01:24 PDT,13 Sep 2022 03:27 PDT,2.06,hours,NA,None,123.60000000000001,CenturyLink Cloud Servers
VA1,12 Sep 2022 16:05 PDT,12 Sep 2022 23:02 PDT,6.96,hours,NA,None,417.6,CenturyLink Cloud Servers
VA1,12 Sep 2022 13:31 PDT,12 Sep 2022 13:41 PDT,9.95,mins,NA,None,9.95,CenturyLink Cloud Servers
VA1,12 Sep 2022 11:33 PDT,12 Sep 2022 11:55 PDT,21.65,mins,NA,None,21.65,CenturyLink Cloud Servers
VA1,12 Sep 2022 06:57 PDT,12 Sep 2022 07:24 PDT,27.82,mins,NA,None,27.82,CenturyLink Cloud Servers
VA1,11 Sep 2022 19:56 PDT,11 Sep 2022 20:11 PDT,14.33,mins,NA,None,14.33,CenturyLink Cloud Servers
VA1,11 Sep 2022 04:32 PDT,11 Sep 2022 05:31 PDT,59.47,mins,NA,None,59.47,CenturyLink Cloud Servers
VA1,10 Sep 2022 00:46 PDT,10 Sep 2022 01:03 PDT,16.67,mins,NA,None,16.67,CenturyLink Cloud Servers
VA1,09 Sep 2022 10:31 PDT,09 Sep 2022 10:53 PDT,21.72,mins,NA,None,21.72,CenturyLink Cloud Servers
VA1,08 Sep 2022 20:19 PDT,08 Sep 2022 20:33 PDT,13.92,mins,NA,None,13.92,CenturyLink Cloud Servers
VA2,22 Sep 2022 05:36 PDT,22 Sep 2022 12:22 PDT,6.77,hours,NA,None,406.2,CenturyLink Cloud Servers
VA2,21 Sep 2022 21:50 PDT,22 Sep 2022 01:54 PDT,4.06,hours,NA,None,243.59999999999997,CenturyLink Cloud Servers
VA2,21 Sep 2022 16:31 PDT,21 Sep 2022 21:07 PDT,4.59,hours,NA,None,275.4,CenturyLink Cloud Servers
VA2,21 Sep 2022 05:56 PDT,21 Sep 2022 14:38 PDT,8.70,hours,NA,None,522.0,CenturyLink Cloud Servers
VA2,20 Sep 2022 04:09 PDT,21 Sep 2022 03:14 PDT,23.09,hours,NA,None,1385.4,CenturyLink Cloud Servers
VA2,19 Sep 2022 20:21 PDT,20 Sep 2022 03:03 PDT,6.70,hours,NA,None,402.0,CenturyLink Cloud Servers
VA2,19 Sep 2022 12:41 PDT,19 Sep 2022 19:36 PDT,6.91,hours,NA,None,414.6,CenturyLink Cloud Servers
VA2,19 Sep 2022 05:05 PDT,19 Sep 2022 11:32 PDT,6.45,hours,NA,None,387.0,CenturyLink Cloud Servers
VA2,18 Sep 2022 21:33 PDT,19 Sep 2022 04:07 PDT,6.56,hours,NA,None,393.59999999999997,CenturyLink Cloud Servers
VA2,17 Sep 2022 21:52 PDT,18 Sep 2022 20:47 PDT,22.92,hours,NA,None,1375.2,CenturyLink Cloud Servers
VA2,17 Sep 2022 08:40 PDT,17 Sep 2022 21:03 PDT,12.38,hours,NA,None,742.8000000000001,CenturyLink Cloud Servers
VA2,16 Sep 2022 17:10 PDT,16 Sep 2022 23:47 PDT,6.62,hours,NA,None,397.2,CenturyLink Cloud Servers
VA2,16 Sep 2022 09:34 PDT,16 Sep 2022 16:50 PDT,7.26,hours,NA,None,435.59999999999997,CenturyLink Cloud Servers
VA2,16 Sep 2022 01:58 PDT,16 Sep 2022 08:59 PDT,7.03,hours,NA,None,421.8,CenturyLink Cloud Servers
VA2,15 Sep 2022 18:24 PDT,16 Sep 2022 00:56 PDT,6.54,hours,NA,None,392.4,CenturyLink Cloud Servers
VA2,15 Sep 2022 10:44 PDT,15 Sep 2022 17:21 PDT,6.62,hours,NA,None,397.2,CenturyLink Cloud Servers
VA2,15 Sep 2022 03:46 PDT,15 Sep 2022 08:01 PDT,4.26,hours,NA,None,255.6,CenturyLink Cloud Servers
VA2,14 Sep 2022 20:11 PDT,15 Sep 2022 02:11 PDT,5.99,hours,NA,None,359.40000000000003,CenturyLink Cloud Servers
VA2,14 Sep 2022 18:00 PDT,14 Sep 2022 19:24 PDT,1.41,hours,NA,None,84.6,CenturyLink Cloud Servers
VA2,14 Sep 2022 13:54 PDT,14 Sep 2022 14:52 PDT,57.70,mins,NA,None,57.7,CenturyLink Cloud Servers
VA2,14 Sep 2022 11:36 PDT,14 Sep 2022 12:57 PDT,1.35,hours,NA,None,81.0,CenturyLink Cloud Servers
VA2,14 Sep 2022 00:44 PDT,14 Sep 2022 08:02 PDT,7.29,hours,NA,None,437.4,CenturyLink Cloud Servers
VA2,13 Sep 2022 20:58 PDT,13 Sep 2022 21:20 PDT,21.80,mins,NA,None,21.8,CenturyLink Cloud Servers
VA2,13 Sep 2022 16:35 PDT,13 Sep 2022 19:22 PDT,2.79,hours,NA,None,167.4,CenturyLink Cloud Servers
VA2,13 Sep 2022 04:40 PDT,13 Sep 2022 05:05 PDT,25.50,mins,NA,None,25.5,CenturyLink Cloud Servers
VA2,13 Sep 2022 00:56 PDT,13 Sep 2022 01:22 PDT,26.90,mins,NA,None,26.9,CenturyLink Cloud Servers
VA2,12 Sep 2022 18:58 PDT,12 Sep 2022 19:16 PDT,17.65,mins,NA,None,17.65,CenturyLink Cloud Servers
VA2,12 Sep 2022 04:27 PDT,12 Sep 2022 04:49 PDT,22.18,mins,NA,None,22.18,CenturyLink Cloud Servers
VA2,11 Sep 2022 14:10 PDT,11 Sep 2022 14:37 PDT,27.27,mins,NA,None,27.27,CenturyLink Cloud Servers
VA2,10 Sep 2022 11:30 PDT,10 Sep 2022 11:49 PDT,18.85,mins,NA,None,18.85,CenturyLink Cloud Servers
VA2,09 Sep 2022 22:32 PDT,09 Sep 2022 22:47 PDT,15.48,mins,NA,None,15.48,CenturyLink Cloud Servers
VA2,09 Sep 2022 06:14 PDT,09 Sep 2022 06:26 PDT,11.78,mins,NA,None,11.78,CenturyLink Cloud Servers
UC1,22 Sep 2022 14:48 PDT,24 Sep 2022 04:27 PDT,37.65,hours,NA,None,2259.0,CenturyLink Cloud Servers
UC1,22 Sep 2022 07:58 PDT,22 Sep 2022 14:13 PDT,6.24,hours,NA,None,374.40000000000003,CenturyLink Cloud Servers
UC1,19 Sep 2022 17:11 PDT,22 Sep 2022 07:02 PDT,61.86,hours,NA,None,3711.6,CenturyLink Cloud Servers
UC1,19 Sep 2022 01:25 PDT,19 Sep 2022 16:15 PDT,14.84,hours,NA,None,890.4,CenturyLink Cloud Servers
UC1,18 Sep 2022 11:59 PDT,18 Sep 2022 20:30 PDT,8.53,hours,NA,None,511.79999999999995,CenturyLink Cloud Servers
UC1,18 Sep 2022 08:02 PDT,18 Sep 2022 11:31 PDT,3.49,hours,NA,None,209.4,CenturyLink Cloud Servers
UC1,18 Sep 2022 00:50 PDT,18 Sep 2022 04:18 PDT,3.46,hours,NA,None,207.6,CenturyLink Cloud Servers
UC1,16 Sep 2022 19:18 PDT,18 Sep 2022 00:25 PDT,29.12,hours,NA,None,1747.2,CenturyLink Cloud Servers
UC1,16 Sep 2022 11:35 PDT,16 Sep 2022 18:36 PDT,7.01,hours,NA,None,420.59999999999997,CenturyLink Cloud Servers
UC1,15 Sep 2022 20:05 PDT,16 Sep 2022 10:57 PDT,14.87,hours,NA,None,892.1999999999999,CenturyLink Cloud Servers
UC1,15 Sep 2022 12:17 PDT,15 Sep 2022 19:29 PDT,7.21,hours,NA,None,432.6,CenturyLink Cloud Servers
UC1,14 Sep 2022 21:18 PDT,15 Sep 2022 11:43 PDT,14.42,hours,NA,None,865.2,CenturyLink Cloud Servers
UC1,14 Sep 2022 20:22 PDT,14 Sep 2022 20:35 PDT,13.53,mins,NA,None,13.53,CenturyLink Cloud Servers
UC1,14 Sep 2022 07:29 PDT,14 Sep 2022 16:34 PDT,9.09,hours,NA,None,545.4,CenturyLink Cloud Servers
UC1,14 Sep 2022 05:43 PDT,14 Sep 2022 06:29 PDT,45.77,mins,NA,None,45.77,CenturyLink Cloud Servers
UC1,14 Sep 2022 01:36 PDT,14 Sep 2022 02:00 PDT,23.85,mins,NA,None,23.85,CenturyLink Cloud Servers
UC1,13 Sep 2022 17:49 PDT,14 Sep 2022 01:21 PDT,7.55,hours,NA,None,453.0,CenturyLink Cloud Servers
UC1,13 Sep 2022 14:13 PDT,13 Sep 2022 16:52 PDT,2.66,hours,NA,None,159.60000000000002,CenturyLink Cloud Servers
UC1,13 Sep 2022 11:37 PDT,13 Sep 2022 12:07 PDT,29.92,mins,NA,None,29.92,CenturyLink Cloud Servers
UC1,13 Sep 2022 08:21 PDT,13 Sep 2022 08:46 PDT,24.67,mins,NA,None,24.67,CenturyLink Cloud Servers
UC1,13 Sep 2022 02:12 PDT,13 Sep 2022 03:50 PDT,1.63,hours,NA,None,97.8,CenturyLink Cloud Servers
UC1,12 Sep 2022 19:10 PDT,13 Sep 2022 02:01 PDT,6.86,hours,NA,None,411.6,CenturyLink Cloud Servers
UC1,12 Sep 2022 16:50 PDT,12 Sep 2022 17:27 PDT,37.10,mins,NA,None,37.1,CenturyLink Cloud Servers
UC1,12 Sep 2022 13:45 PDT,12 Sep 2022 14:09 PDT,23.90,mins,NA,None,23.9,CenturyLink Cloud Servers
UC1,12 Sep 2022 04:46 PDT,12 Sep 2022 05:35 PDT,48.48,mins,NA,None,48.48,CenturyLink Cloud Servers
UC1,11 Sep 2022 13:51 PDT,11 Sep 2022 14:11 PDT,19.37,mins,NA,None,19.37,CenturyLink Cloud Servers
UC1,10 Sep 2022 10:09 PDT,10 Sep 2022 10:29 PDT,20.18,mins,NA,None,20.18,CenturyLink Cloud Servers
UC1,09 Sep 2022 21:23 PDT,09 Sep 2022 21:46 PDT,22.68,mins,NA,None,22.68,CenturyLink Cloud Servers
UC1,09 Sep 2022 08:47 PDT,09 Sep 2022 09:01 PDT,13.97,mins,NA,None,13.97,CenturyLink Cloud Servers
Loading,outages... Specific outage records are,unavailable Unable to load service,outages,0,0,0,0.0,
cn-guangzhou,22 Sep 2022 01:40 PDT,22 Sep 2022 01:41 PDT,1.48,mins,NA,None,1.48,Alibaba Elastic Compute Service
cn-guangzhou,14 Sep 2022 12:43 PDT,14 Sep 2022 12:44 PDT,1.37,mins,NA,None,1.37,Alibaba Elastic Compute Service
us-south,23 Sep 2022 20:48 PDT,23 Sep 2022 20:50 PDT,1.48,mins,NA,None,1.48,IBM Virtual Private Cloud
australia-east,01 Sep 2022 08:34 PDT,01 Sep 2022 08:36 PDT,1.57,mins,NA,None,1.57,Microsoft Azure Virtual Machines
switzerland-west,11 Sep 2022 13:39 PDT,11 Sep 2022 13:40 PDT,52,secs,NA,None,0.8666666666666667,Microsoft Azure Virtual Machines
uae-north,11 Sep 2022 20:23 PDT,11 Sep 2022 20:24 PDT,1.10,mins,NA,None,1.1,Microsoft Azure Virtual Machines
us-northcentral,04 Sep 2022 07:54 PDT,04 Sep 2022 08:10 PDT,16.18,mins,NA,None,16.18,Microsoft Azure Virtual Machines
us-phoenix-1,19 Sep 2022 23:52 PDT,19 Sep 2022 23:53 PDT,1.15,mins,NA,None,1.15,Oracle Cloud Compute
ap-beijing,25 Aug 2022 11:55 PDT,25 Aug 2022 12:02 PDT,6.95,mins,NA,None,6.95,Tencent Cloud Virtual Machine
ap-chengdu,10 Sep 2022 14:55 PDT,10 Sep 2022 14:56 PDT,1.05,mins,NA,None,1.05,Tencent Cloud Virtual Machine
ap-nanjing,28 Aug 2022 06:09 PDT,28 Aug 2022 06:13 PDT,4.52,mins,NA,None,4.52,Tencent Cloud Virtual Machine
